,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order,Address
161,2016-03-13,Invalid,USA,California,"Bolsa Chica State Park, Orange County",Surfing,Unknown,Unknown,N,Unknown,Other,5934,"Bolsa Chica State Park, Orange County, California, USA"
162,2016-03-11,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,M,19,N,13h30,Other,5933,"Vero Beach, St. Lucie County, Florida, USA"
163,2016-03-10,Unprovoked,Fiji,Vanua Levu,Other,Diving for beche-de-mer,M,45,Y,Unknown,Other,5932,Unknown
164,2016-03-04,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Unknown,M,12,N,Unknown,Other,5931,"Ocean Reef Park, Singer Island, Palm Beach County, Florida, USA"
165,2016-03-03,Unprovoked,AUSTRALIA,South Australia,Wrights Bay,Fishing,M,Unknown,N,Unknown,Other,5930,"Wrights Bay, South Australia, AUSTRALIA"
166,2016-03-02,Unprovoked,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,Swimming,M,41,N,Unknown,Other,5929,"Escalerio Beach Balneário Camboriú, Santa Catarina State, BRAZIL"
167,2016-02-22,Unprovoked,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",Kite surfing,M,21,N,19h00,Other,5928,"Ricaudy Reef, Noumea, South Province, NEW CALEDONIA"
168,2016-02-19,Unprovoked,NEW CALEDONIA,South Province,Yate,Spearfishing,M,31,N,16h00,Other,5927,"Yate, South Province, NEW CALEDONIA"
169,2016-02-12,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",Wading,F,Unknown,N,15h00,Other,5926,"Bavaro Beach, Punta Cana, Altagracia Province, DOMINICAN REPUBLIC"
170,2016-02-10,Invalid,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,Feeding stingrays?,M,65,N,Unknown,Other,5925,"Stingray City Bar, Grand Cayman, CAYMAN ISLANDS"
171,2016-02-10,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,M,Unknown,N,12h30,Other,5924,"Nettley Bay, Tasmania, AUSTRALIA"
172,2016-02-05,Unprovoked,AUSTRALIA,Queensland,Stradbroke Island,Walking,F,45,N,13h20,Other,5923,"Stradbroke Island, Queensland, AUSTRALIA"
173,2016-02-04,Unprovoked,AUSTRALIA,New South Wales,Hams Beach,Windsurfing,M,40,N,Unknown,Other,5922,"Hams Beach, New South Wales, AUSTRALIA"
174,2016-01-29,Boat,SOUTH AFRICA,KwaZulu-Natal,Other,Kayak fishing,M,Unknown,N,Unknown,Other,5921,Unknown
175,2016-01-28,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",Surfing,M,Unknown,N,14h00,Other,5920,"Hanalei Bay, Kauai, Hawaii, USA"
176,2016-01-25,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai, ",Surfing,F,15,N,11h30,Other,5919,"Hanalei Bay, Kauai, , Hawaii, USA"
177,2016-01-24,Unprovoked,USA,Texas,Off Surfside,Spearfishing,M,Unknown,N,09h30,Bull,5918,"Off Surfside, Texas, USA"
178,2016-01-24,Boat,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,Fishing,M,Unknown,N,Unknown,Other,5917,"35 miles off Fujairah, Fujairah Emirate, UNITED ARAB EMIRATES"
179,2016-01-23,Unprovoked,USA,Hawaii,"Wailea Beach, Maui",Paddle boarding,M,48,N,Unknown,Other,5916,"Wailea Beach, Maui, Hawaii, USA"
180,2016-01-11,Unprovoked,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",Surfing,M,Unknown,N,Unknown,Other,5915,"Happy Valley Beach, Caloundra, Queensland, AUSTRALIA"
181,2016-01-05,Unprovoked,AUSTRALIA,Queensland,Heron Island,Wading,M,11,N,Unknown,Other,5914,"Heron Island, Queensland, AUSTRALIA"
182,2016-01-02,Unprovoked,AUSTRALIA,Queensland,Miall Island,Spearfishing,M,31,N,11h30,Other,5913,"Miall Island, Queensland, AUSTRALIA"
183,2015-12-26,Boat,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,M,Unknown,N,Unknown,Great White,5912,"Westbrook Beach, KwaZulu-Natal, SOUTH AFRICA"
184,2015-12-25,Unprovoked,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,38,N,Unknown,Other,5911,"Arinaga Beach, Aguimes, Gran Canaria, Grand Canary Island, SPAIN"
185,2015-12-22,Unprovoked,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,71,N,Unknown,Other,5910,"La'aloa Beach Park, Hawaii, USA"
186,2015-12-21,Unprovoked,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,43,N,07h00,Other,5909,"Bondi Beach, New South Wales, AUSTRALIA"
187,2015-12-21,Unprovoked,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,M,32,N,Unknown,Other,5908,"Fernano de Noronha, Pernambuco, BRAZIL"
188,2015-12-19,Unprovoked,ARUBA,Other,Boat capsized,Sea disaster,M,58,Y,Unknown,Other,5907,Unknown
189,2015-12-13,Boat,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,Unknown,Unknown,N,10h30,Great White,5906,"Lake Macquarie, New South Wales, AUSTRALIA"
190,2015-12-11,Unprovoked,BAHAMAS,Other,Off Andros Island,Lobster fishing,M,26,N,Unknown,Bull,5905,Unknown
191,2015-12-08,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,22,N,Unknown,Other,5904,"Mpande, Eastern Cape Province, SOUTH AFRICA"
192,2015-11-20,Unprovoked,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,55,N,10h15,Other,5903,"Punta Vicente Roca, Isabella Island, Galapagos Islands, ECUADOR"
193,2015-11-15,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,Unknown,N,11h00,Other,5902,"Palm Beach, Palm Beach County, Florida, USA"
194,2015-11-15,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,28,N,Unknown,Other,5901,"Ocean Reef Park, Singer Island, Palm Beach County, Florida, USA"
195,2015-11-10,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Surfing,M,20,N,18h15,Bull,5900,"East Ballina, New South Wales, AUSTRALIA"
196,2015-11-07,Invalid,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,9,N,11h00,Other,5899,"Paradise Beach, Melbourne, Brevard County, Florida, USA"
197,2015-11-03,Unprovoked,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,54,N,11h00,Other,5898,"Kehena Beach, Hawaii, Hawaii, USA"
198,2015-11-01,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,28,N,14h00,Other,5897,"Cocoa Beach, Brevard  County, Florida, USA"
199,2015-11-01,Unprovoked,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,19,N,04h00,Other,5896,"Maxixe, Inhambane Province, MOZAMBIQUE"
200,2015-10-30,Unprovoked,AUSTRALIA,Western Australia,Bald Island,Spearfishing,M,50,N,Unknown,Other,5895,"Bald Island, Western Australia, AUSTRALIA"
201,2015-10-28,Unprovoked,USA,Hawaii,"Malaka, Oahu",Body boarding,M,10,N,14h50,Other,5894,"Malaka, Oahu, Hawaii, USA"
202,2015-10-25,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,42,N,15h00,Great White,5893,"Stil Bay, Western Cape Province, SOUTH AFRICA"
203,2015-10-21,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,21,N,14h30,Other,5892,"Playalinda Beach, Brevard County, Florida, USA"
204,2015-10-19,Unprovoked,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,21,N,13h50,Other,5891,"Deerfield Beach, Broward County, Florida, USA"
205,2015-10-17,Unprovoked,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,F,35,Y,Unknown,Other,5890,"Nahaduga, Inhambane Bay, Inhambane Province, MOZAMBIQUE"
206,2015-10-17,Invalid,USA,Hawaii,"Waikiki, ",Surfing,M,32,N,19h20,Other,5889,"Waikiki, , Hawaii, USA"
207,2015-10-17,Unprovoked,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,44,N,11h30,Other,5888,"Lanikai Beach, Kailua, Oahu, Hawaii, USA"
208,2015-10-13,Boat,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,M,Unknown,N,11h00,Other,5887,"Off Leffingwell Landing, San Luis Obispo County, California, USA"
209,2015-10-09,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,F,9,N,16h20,Other,5886,"Shipyard Beach Club, Hilton Head Island, Beaufort County, South Carolina, USA"
210,2015-10-09,Unprovoked,USA,Hawaii,"Leftovers, Oahu",Surfing,M,25,N,10h25,Other,5885,"Leftovers, Oahu, Hawaii, USA"
211,2015-10-08,Unprovoked,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,M,Unknown,N,Unknown,Other,5884,"Maxixe, Inhambane Bay, Inhambane Province, MOZAMBIQUE"
212,2015-10-07,Unprovoked,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,M,18,N,16h50,Other,5883,"Pyramids Beach, Western Australia, AUSTRALIA"
213,2015-10-05,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,M,22,N,13h00,Other,5882,"Pepper Park Beach, St. Lucie County, Florida, USA"
214,2015-10-05,Unprovoked,USA,Texas,Galveston,Wading,M,13,N,10h00,Other,5881,"Galveston, Texas, USA"
215,2015-10-04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,08h30,Other,5880,"New Smyrna Beach, Volusia County, Florida, USA"
216,2015-09-29,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,M,22,N,16h20,Other,5879,"Vilano Beach, St.  Johns County, Florida, USA"
217,2015-09-26,Unprovoked,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,F,7,N,Unknown,Other,5878,"Russel Island, Frankland Group, Queensland, AUSTRALIA"
218,2015-09-24,Unprovoked,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,M,Unknown,N,10h45,Great White,5877,"Horseshoe Rock, Santa Barbara County, California, USA"
219,2015-09-20,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,16h45,Other,5876,"New Smyrna Beach, Volusia County, Florida, USA"
220,2015-09-20,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,M,27,N,15h52,Other,5875,"Upolu Point, North Kohala, Big Island, Hawaii, USA"
221,2015-09-20,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,M,12,N,12h30,Other,5874,"Fernandina Beach, Amelia Island, Nassau County, Florida, USA"
222,2015-09-20,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,M,16,N,07h30,Other,5873,"Vilano Beach, St.  Johns County, Florida, USA"
223,2015-09-18,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",Swimming,M,Unknown,N,19h00,Other,5872,"Big Talbot Island, Duval County, Florida, USA"
224,2015-09-17,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,20,N,15h00,Other,5871,"Jacksonville Beach, Duval County, Florida, USA"
225,2015-09-08,Unprovoked,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,M,42,N,06h15,Other,5870,"North Shelly Beach, New South Wales, AUSTRALIA"
226,2015-09-06,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,F,50,N,17h30,Great White,5869,"El Pescador Beach, Los Angeles County, California, USA"
227,2015-09-05,Provoked,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,M,29,N,14h40,Other,5868,"Deer Creek Beach, Ventura County, California, USA"
228,2015-09-04,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,M,62,N,11h30,Great White,5867,"Hallidays Point, New South Wales, AUSTRALIA"
229,2015-09-03,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Unknown,M,Unknown,N,16h00,Other,5866,"Myrtle Beach, Horry County, South Carolina, USA"
230,2015-09-01,Unprovoked,THAILAND,Phuket,Karon Beach,Wading,F,37,N,08h30,Other,5865,"Karon Beach, Phuket, THAILAND"
231,2020-09-15,Unprovoked,FIJI,Other,Other,Spearfishing,M,Unknown,N,Unknown,Other,5864,Unknown
232,2015-08-29,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54,N,10h25,Great White,5863,"Morro Strand State Beach, San Luis Obispo County, California, USA"
233,2015-08-29,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,21,N,10h00,Great White,5862,"Morro Bay, San Luis Obispo County, California, USA"
234,2015-08-22,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",Unknown,M,Unknown,N,19h45,Other,5861,"Cocoa Beach, Brevard  County, Florida, USA"
235,2015-08-22,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,38,N,17h10,Other,5860,"Lighthouse Beach, New South Wales, AUSTRALIA"
236,2015-08-20,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,15,N,12h30,Other,5859,"Murrells Inlet, Georgetown County, South Carolina, USA"
237,2015-08-19,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,10,N,15h30,Other,5858,"Jacksonville Beach, Duval County, Florida, USA"
238,2015-08-18,Unprovoked,USA,California,Santa Barbara County,Kayak Fishing,M,22,N,07h30,Great White,5857,"Santa Barbara County, California, USA"
239,2015-08-18,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,M,10,N,11h00,Other,5856,"Poniente Beach, Benidorm, Alicante, SPAIN"
240,2015-08-10,Provoked,USA,California,Cortes Bank,Spearfishing,M,57,N,08h00,Other,5855,"Cortes Bank, California, USA"
241,2015-07-31,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,52,N,06h00,Great White,5854,"Evans Head, New South Wales, AUSTRALIA"
242,2015-07-27,Unknown,AUSTRALIA,Victoria,Tyrendarra Beach,Surfing,M,40,Unknown,Unknown,Other,5853,"Tyrendarra Beach, Victoria, AUSTRALIA"
243,2015-07-26,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,N,19h00,Other,5852,"Daytona Beach, Volusia County, Florida, USA"
244,2015-07-26,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,35,N,10h10,Other,5851,"Edisto Beach, Colleton County, South Carolina, USA"
245,2015-07-25,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,M,46,Y,10h00,Great White,5850,"Lachan Island, Mercury Passage, Tasmania, AUSTRALIA"
246,2015-07-23,Provoked,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,31,N,Unknown,Other,5849,"La Jolla, San Diego County, California, USA"
247,2015-07-23,Unprovoked,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,M,40,N,Unknown,Other,5848,"Tyrendarra Beach near Portland, Victoria, AUSTRALIA"
248,2015-07-22,Unprovoked,REUNION,Other,St. Leu,Surfing,M,45,N,Unknown,Bull,5847,Unknown
249,2015-07-19,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,34,N,Unknown,Great White,5846,"Jeffrey's Bay, Eastern Cape Province, SOUTH AFRICA"
250,2015-07-10,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,38,N,08h45,Great White,5845,"Huntington Beach, Orange County, California, USA"
251,2015-07-08,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,M,39,N,Unknown,Other,5844,"Huntington Beach, Orange County, California, USA"
252,2015-07-06,Invalid,FRENCH POLYNESIA,Bora Bora,Other,Swimming,M,Unknown,N,Unknown,Other,5843,Unknown
253,2015-07-04,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,F,23,N,Unknown,Other,5842,"Port Lucaya, Freeport, Grand Bahama Island, BAHAMAS"
254,2015-07-04,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",Unknown,M,32,N,Unknown,Other,5841,"Off Surf City, Pender County, North Carolina, USA"
255,2015-07-03,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,52,N,09h00,Great White,5840,"Lennox Head, New South Wales, AUSTRALIA"
256,2015-07-02,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding,M,32,N,09h00,Great White,5839,"East Ballina, New South Wales, AUSTRALIA"
257,2015-07-01,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,N,12h10,Other,5838,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County, North Carolina, USA"
258,2015-06-30,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Surfing,M,Unknown,N,Unknown,Other,5837,"Flat Rock, Yamba, New South Wales, AUSTRALIA"
259,2015-06-30,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",Playing in the water,M,12,N,18h05,Other,5836,"Isle of Palms County Park, Isle of Palms, Charleston County, South Carolina, USA"
260,2015-06-27,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,M,18,N,16h00,Bull,5835,"Rodanthe, Dare County, North Carolina, USA"
261,2015-06-27,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay near Knysna,Body Boarding,M,19,N,14h40,Great White,5834,"Buffels Bay near Knysna, Western Cape Province, SOUTH AFRICA"
262,2015-06-26,Invalid,USA,Florida,"Jacksonville Beach, Duval County",Swimming,F,Unknown,N,19h30,Other,5833,"Jacksonville Beach, Duval County, Florida, USA"
263,2015-06-26,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,M,23,N,16h00,Great White,5832,"Lookout Beach, Plettenberg Bay, Western Cape Province, SOUTH AFRICA"
264,2015-06-26,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,43,N,11h00,Other,5831,"South Beach, Hunting Island State Park, Beaufort County, South Carolina, USA"
265,2015-06-25,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Swimming,M,19,N,Unknown,Other,5830,"Rottnest Island, Western Australia, AUSTRALIA"
266,2015-06-25,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,M,47,N,11h41,Other,5829,"Avon, Hatteras Island, Outer Banks, Dare County, North Carolina, USA"
267,2015-06-24,Unprovoked,USA,North Carolina,Surf City,Swimming,M,6,N,12h25,Other,5828,"Surf City, North Carolina, USA"
268,2015-06-24,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,F,37,N,09h30,Great White,5827,"Denmark, Western Australia, AUSTRALIA"
269,2015-06-23,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,M,9,N,Unknown,Other,5826,"St. Helena Island, Beaufort County, South Carolina, USA"
270,2015-06-19,Unprovoked,PUERTO RICO,Other,Off Cabo Rojo,Spearfishing,M,36,N,Unknown,Other,5825,Unknown
271,2015-06-17,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,10,N,13h00,Other,5824,"Daytona Beach Shores, Florida, USA"
272,2015-06-14,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,M,16,N,17h51,Bull,5823,"Oak Island, Brunswick County, North Carolina, USA"
273,2015-06-14,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,F,12,N,16h12,Bull,5822,"Oak Island, Brunswick County, North Carolina, USA"
274,2015-06-13,Unprovoked,USA,California,Off San Diego,Unknown,F,Unknown,N,Unknown,Other,5821,"Off San Diego, California, USA"
275,2015-06-11,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,F,13,N,12h45,Other,5820,"Ocean Isle, Brunswick County, North Carolina, USA"
276,2015-06-07,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,M,11,N,10h50,Bull,5819,"Lori Wilson Park, Cocoa Beach, Brevard  County, Florida, USA"
277,2015-06-05,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,F,17,N,Unknown,Other,5818,"Fort Lauderdale, Florida, USA"
278,2015-06-01,Unprovoked,REUNION,Le Port,Folette,Surfing,M,47,N,15h00,Bull,5817,"Folette, Le Port, REUNION"
279,2015-05-29,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,F,14,N,15h00,Other,5816,"Cocoa Beach, Brevard  County, Florida, USA"
280,2015-05-29,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,19,N,13h45,Other,5815,"New Smyrna Beach, Volusia County, Florida, USA"
281,2015-05-25,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,M,19,N,08h00,Other,5814,"Avatoru Pass, Rangiroa, FRENCH POLYNESIA"
282,2015-05-24,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,13,N,Unknown,Other,5813,"Cocoa Beach, Brevard  County, Florida, USA"
283,2015-05-20,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,N,10h30,Other,5812,"New Smyrna Beach, Volusia County, Florida, USA"
284,2015-05-15,Unprovoked,USA,South Carolina,Sullivan's Island,Unknown,M,30,N,14h15,Other,5811,"Sullivan's Island, South Carolina, USA"
285,2015-05-09,Unprovoked,NEW CALEDONIA,Other,Kouare,Snorkeling,M,50,Y,Unknown,Bull,5810,Unknown
286,2015-05-07,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,Unknown,N,15h00,Other,5809,"Cocoa Beach, Brevard  County, Florida, USA"
287,2015-05-03,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,M,Unknown,N,15h00,Great White,5808,"Saltwater Beach, New South Wales, AUSTRALIA"
288,2015-05-02,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Diving,M,29,N,13h00,Great White,5807,"Port St. John's, Eastern Cape Province, SOUTH AFRICA"
289,2015-04-29,Unprovoked,USA,Hawaii,Kanahena Cove,Snorkeling,F,65,Y,09h00,Other,5806,"Kanahena Cove, Hawaii, USA"
290,2015-04-26,Unprovoked,USA,Florida,"Resident's Beach, Marco Island",Wading,M,63,N,16h30,Other,5805,"Resident's Beach, Marco Island, Florida, USA"
291,2015-04-25,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,M,26,N,09h45,Great White,5804,"Fishery Bay, South Australia, AUSTRALIA"
292,2015-06-24,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing,M,71,N,11h00,Great White,5803,"Belongil Beach, Byron Bay, New South Wales, AUSTRALIA"
293,2015-04-13,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,M,48,N,Unknown,Other,5802,"Florida Keys, Monroe County, Florida, USA"
294,2015-04-12,Unprovoked,REUNION,Saint-Gilles-les-Bains,Cap Homard,Surfing,M,13,Y,09h00,Bull,5801,"Cap Homard, Saint-Gilles-les-Bains, REUNION"
295,2015-04-03,Unprovoked,USA,Florida,"3 miles off Jupiter, Palm Beach County",Spearfishing,M,70,N,Unknown,Bull,5800,"3 miles off Jupiter, Palm Beach County, Florida, USA"
296,2015-04-11,Unprovoked,AUSTRALIA,New South Wales,McKenzies Beach,Paddle boarding,M,Unknown,N,07h30,Other,5799,"McKenzies Beach, New South Wales, AUSTRALIA"
297,2015-03-29,Invalid,ITALY,Sardinia,Other,Diving,M,43,Y,Unknown,Other,5798,Unknown
298,2015-03-31,Invalid,BRAZIL,Pernambuco,"Praia del Chifre, Olinda",Surfing,M,23,N,11h00,Other,5797,"Praia del Chifre, Olinda, Pernambuco, BRAZIL"
299,2015-03-26,Boat,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,M,36,N,Unknown,Great White,5796,"Yellow Sands Point, Eastern Cape Province, SOUTH AFRICA"
300,2015-03-21,Unprovoked,EGYPT,Other,Marsa Alam,Swimming,M,52,Y,Unknown,Other,5795,Unknown
301,2015-03-18,Unprovoked,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,M,58,N,11h45,Other,5794,"Hapuna Beach, Hawaii, USA"
302,2015-03-16,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,M,9,N,10h00,Other,5793,"Anau, Bora Bora, FRENCH POLYNESIA"
303,2015-03-11,Boat,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,M,Unknown,N,Unknown,Other,5792,"Julian Rocks, Byron Bay, New South Wales, AUSTRALIA"
304,2015-03-10,Provoked,MEXICO,Sinaloa,Mazlatan,Fishing,M,36,N,10h20,Other,5791,"Mazlatan, Sinaloa, MEXICO"
305,2015-03-07,Unprovoked,FRENCH POLYNESIA,Central Tuamotu,"Tupapati, Hikueru Atoll",Sitting in the water,M,1.5,N,Unknown,Other,5790,"Tupapati, Hikueru Atoll, Central Tuamotu, FRENCH POLYNESIA"
306,2015-02-15,Boat,ATLANTIC OCEAN,Other,Other,Transatlantic Rowing,Unknown,Unknown,N,Unknown,Great White,5789,Unknown
307,2015-02-14,Unprovoked,REUNION,d’Étang-Salé,Ravine Mula,Swimming,F,22,Y,18h30,Other,5788,"Ravine Mula, d’Étang-Salé, REUNION"
308,2015-02-09,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Surfing,M,41,Y,10h00,Other,5787,"Shelly Beach, New South Wales, AUSTRALIA"
309,2015-02-08,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,M,35,N,06h45,Other,5786,"Seven Mile Beach, Byron Bay, New South Wales, AUSTRALIA"
310,2015-02-05,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Bodysurfing,M,Unknown,N,Unknown,Other,5785,"Mereweather Beach, New South Wales, AUSTRALIA"
311,2015-01-30,Boat,AUSTRALIA,Queensland,"Nerang River, Surfer's  Paradise",Rowing,M,57,N,05h00,Bull,5784,"Nerang River, Surfer's  Paradise, Queensland, AUSTRALIA"
312,2015-01-27,Provoked,USA,Hawaii,Lahaina,Shark fishing,M,20,N,03h30,Other,5783,"Lahaina, Hawaii, USA"
313,2015-01-24,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,Surfing,M,Unknown,N,Unknown,Other,5782,"Flat Rock, New South Wales, AUSTRALIA"
314,2015-01-23,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,Floating,M,24,N,Unknown,Other,5781,"Nahoon Beach, Eastern Cape Province, SOUTH AFRICA"
315,2015-01-19,Boat,USA,Florida,Off Panama City,Fishing,M,Unknown,N,Unknown,Great White,5780,"Off Panama City, Florida, USA"
316,2015-01-19,Invalid,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,F,Unknown,N,Unknown,Other,5779,"Wategos Beach, Byon Bay, New South Wales, AUSTRALIA"
317,2015-01-17,Boat,AUSTRALIA,New South Wales,Off Blacksmith Beach,Fishing,M,Unknown,N,13h45,Other,5778,"Off Blacksmith Beach, New South Wales, AUSTRALIA"
318,2015-01-16,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Filming,M,17,N,Unknown,Other,5777,"Mollymook Beach, Bannister Head, New South Wales, AUSTRALIA"
