,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order
908,2010-01-31,Unprovoked,BRAZIL,Rio Grande Do Sul,"Atlantis Beach, near Tramandai",Surfing,M,29,N,Unknown,Thought to involve a juvenile hammerhead shark,5188
909,2010-01-27,Unprovoked,AUSTRALIA,Queensland,Archie's Beach,Surfing,M,-1,N,16h30,Other,5187
910,2010-01-22,Unprovoked,UNITED ARAB EMIRATES (UAE),Dubai,"Umm Suqeim Beach, Dubai",Surfing,M,54,N,Unknown,Other,5186
911,2010-01-22,Unprovoked,AUSTRALIA,Victoria,Geelong,Surfing,M,-1,N,07h30,Other,5185
912,2010-01-12,Unprovoked,SOUTH AFRICA,Western Province,Fish Hoek,Standing,M,37,Y,15h15,White shark,5184
913,2010-01-09,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Snorkeling,F,9,N,Unknown,"Whitetip reef shark, 1m",5183
914,2010-01-09,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Unknown,F,-1,N,Unknown,Other,5182
915,2010-01-09,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Unknown,M,-1,N,17h00,Other,5181
916,2010-01-09,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Bathing,M,-1,N,06h45,Other,5180
917,2010-01-06,Unprovoked,USA,Florida,Elliot Key,Spearfishing,M,32,N,10h15,Other,5179
918,2010-01-05,Unprovoked,SOUTH AFRICA,Eastern Province,"Nahoon, East London",Surfing,M,-1,N,Unknown,Other,5178
919,2009-12-29,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Port Alfred,Wading,M,20,N,08h30,Other,5177
920,2009-12-26,Provoked,AUSTRALIA,New South Wales,Avoca Beach,Swimming,M,55,N,11h00,Other,5176
921,2009-12-22,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Swimming,M,27,N,16h30,"Zambesi shark, 2m ",5175
922,2009-12-20,Boat,AUSTRALIA,Queensland,Mudjimba Island,Kayaking,M,-1,N,11h00,Other,5174
923,2009-12-20,Unprovoked,AUSTRALIA,Queensland,Lamont Reef,Spearfishing,M,18,N,07h30,"Bull shark, 3m",5173
924,2009-12-18,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Paddling on kneeboard,M,22,Y,14h30,Other,5172
925,2009-12-18,Invalid,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Surfing,M,-1,N,Unknown,No shark involvement,5171
926,2009-12-16,Unprovoked,NEW ZEALAND,South Island,Clark Island,Swimming to shore from capsized kayak,M,24,Y,Unknown,"White shark, 2.8 to 3 m ",5170
927,2009-12-13,Unprovoked,AUSTRALIA,New South Wales,Coffee Head,Surfing,M,39,N,07h00,Other,5169
928,2009-12-12,Boat,AUSTRALIA,New South Wales,Hawks Nest Beach,Rowing,Unknown,-1,N,07h30,White shark,5168
929,2009-12-05,Provoked,USA,New Jersey,"Adventure Aquarium, Camden",Diving,M,58,N,13h00,"Sandtiger shark, 8'",5167
930,2009-11-25,Invalid,USA,California,"Huntington Beach, Orange County",Surfing,M,49,N,15h30,Shark involvement not confirmed,5166
931,2009-11-24,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Wading,M,10,N,Unknown,6' shark,5165
932,2009-11-16,Unprovoked,USA,California,"Loch Lomond, Marin County",Fishing,M,31,N,16h45,Thresher shark,5164
933,2009-11-16,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,M,22,N,09h30,Other,5163
934,2009-11-13,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",Surfing,F,27,N,16h30,Other,5162
935,2009-11-11,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,N,Unknown,4' shark,5161
936,2009-11-08,Unprovoked,AUSTRALIA,South Australia,Second Valley,Kayaking,M,25,N,10h30,2 m shark,5160
937,2009-11-05,Unprovoked,USA,California,"Davenport, Santa Cruz County",Surfing,M,21,N,Unknown,Other,5159
938,2009-10-30,Unprovoked,AUSTRALIA,Victoria,Portland,Kayaking,M,27,N,Unknown,"White shark, 4m",5158
939,2009-10-29,Unprovoked,MOZAMBIQUE,Inhambane Province,Off Vilanculo,Spearfishing,M,-1,N,Unknown,Zambesi shark,5157
940,2009-10-28,Unprovoked,AUSTRALIA,New South Wales,Lennox Heads,Paddle-boarding,F,17,N,07h00,Other,5156
941,2009-10-24,Unprovoked,USA,California,"San Onofre, San Diego County ",Surfing,M,-1,N,17h30,Other,5155
942,2009-10-19,Unprovoked,USA,Hawaii,"Kalama Park, Maui",Surfing,M,54,N,06h00,6' to 8' shark,5154
943,2009-10-18,Unprovoked,PANAMA,Bocas,Playa La Cabaña,Wading,F,10,N,18h30,Other,5153
944,2009-10-17,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,Diving,M,23,N,14h45,Angel shark,5152
945,2009-10-14,Unprovoked,AUSTRALIA,Western Australia,Other,Diving,M,23,N,Unknown,"Bull shark, 10'",5151
946,2009-10-09,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,-1,N,11h00,Other,5150
947,2009-10-02,Provoked,UNITED KINGDOM,Devon,Mewstone Rock,Fishing,M,39,N,12h50,Spurdog,5149
948,2009-09-26,Unprovoked,USA,Florida,"Key Colony Beach, Monroe County",Swimming,M,-1,N,17h30,"Bull shark, 8'",5148
949,2009-09-18,Unprovoked,VIETNAM,Other,Other,Unknown,M,-1,N,Unknown,Other,5147
950,2009-09-15,Provoked,SOMALIA,Other,300 miles off the coast,Fishing,M,-1,N,Unknown,Other,5146
951,2009-09-13,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",Unknown,M,34,Y,Unknown,Other,5145
952,2009-09-12,Invalid,USA,North Carolina,"Corolla, Currituck County",Swimming,M,60,Y,21h00,Shark involvement prior to death not confirmed,5144
953,2009-09-07,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife","Swimming, attempting to rescue a girl  believed to be drowning",M,15,Y,Unknown,Other,5143
954,2009-09-02,Invalid,NEVIS,Other,Castle Beach,Swimming,M,-1,Y,Unknown,Other,5142
955,2009-09-01,Provoked,SOLOMON ISLANDS,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",Fishing,M,-1,N,Unknown,Other,5141
956,2009-08-30,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,-1,N,18h30,4' shark,5140
957,2009-08-29,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Surfing,M,25,Y,15h30,White shark,5139
959,2009-08-25,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,22,N,16h30,"White shark, 5' to 6' juvenile ",5138
960,2009-08-11,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand,Body boarding,M,-1,N,Unknown,"White shark, 2m",5137
961,2009-08-10,Unprovoked,USA,Florida,"Ponce, Volusia County",Swimming,M,26,N,19h00,Other,5136
962,2009-08-06,Unprovoked,USA,Hawaii,Kawa'a,Surfing,M,-1,N,08h45,"Tiger shark, 12",5135
963,2009-08-01,Unprovoked,USA,Louisiana,"Curlew Island, Breton Sound",Wade Fishing,M,56,N,10h00,Bull shark?,5134
964,2009-07-31,Unprovoked,BAHAMAS,Abaco Islands,Spanish Cay,Spearfishing,M,14,N,Unknown,Bull shark,5133
965,2009-07-30,Unprovoked,AUSTRALIA,New South Wales,Broken Head,Surfing,M,14,N,06h15,Other,5132
966,2009-07-29,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Swimming,F,41,N,17h30,Other,5131
967,2009-07-24,Unprovoked,KENYA,Mombasa,Likoni Channel,Washing his feet,M,-1,Y,Unknown,Other,5130
968,2009-07-24,Unprovoked,USA,Texas,South Padre Island,Wading,F,14,N,Unknown,Other,5129
969,2009-07-24,Invalid,SPAIN,Catalunya,Sant Salvador,Swimming,F,11,N,10h15,Shark involvement questionable,5128
970,2009-07-22,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,Swimming,F,26,N,15h00,Other,5127
971,2009-07-22,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",Swimming,F,19,N,15h00,Other,5126
972,2009-07-18,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon,Swimming,M,57,N,Unknown,Other,5125
973,2009-07-11,Provoked,BAHAMAS,Other,Other,Spearfishing,M,-1,N,Unknown,"Caribbean reef shark, 6'",5124
974,2009-07-11,Unprovoked,USA,California,"San Onofre, San Diego County ",Paddle-surfing,M,-1,N,08h30,5' shark,5123
975,2009-07-07,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",Surfing,M,37,N,11h15,Other,5122
976,2009-07-05,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Boogie Boarding,F,12,N,16h00,Other,5121
977,2009-07-04,Provoked,USA,Florida,"Biscayne National Park, Miami",Swimming,F,43,N,15h45,"Nurse shark, 6'",5120
978,2009-06-27,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,52,N,08h45,"Thought to involve a Bronze whale shark, 2m",5119
979,2009-06-21,Invalid,USA,California,"Shell Beach, San Luis Obispo County",Surfing,M,26,N,Unknown,Shark involvement not confirmed,5118
980,2009-06-16,Invalid,USA,Florida,"Melbourne Beach, Brevard County",Crawling,M,14,N,17h30,"Shark involvement probable, but not confirmed",5117
981,2009-06-14,Provoked,VIETNAM,Other,Other,Fishing for sharks,M,-1,N,Unknown,White shark,5116
982,2009-06-02,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,-1,N,Unknown,Oceanic whitetip shark,5115
983,2009-06-02,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Scuba diving,M,-1,N,Unknown,Oceanic whitetip shark,5114
984,2009-06-01,Unprovoked,EGYPT,St. Johns Reef,Habili Gafar,Snorkeling,F,50,Y,Unknown,"Oceanic whitetip shark, 2.5 to 3m",5113
985,2009-05-31,Provoked,TAIWAN,Off Green Island,Onboard the fishing vessel Chin Sheng Fa 13,Fishing,M,46,N,20h30,80 kg shark,5112
986,2009-05-25,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",Swimming,M,-1,N,20h30,5' to 8' shark,5111
987,2009-05-17,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,31,N,09h35,blacktip or spinner shark,5110
988,2009-05-16,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,49,N,10h27,blacktip or spinner shark,5109
989,2009-05-16,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,55,N,10h16,blacktip or spinner shark,5108
990,2009-05-12,Provoked,GUAM,North Region,Ritidian Point,Spearfishing,M,27,N,Unknown,"Blacktip shark, 4'",5107
991,2009-03-06,Provoked,BAHAMAS,Exuma Islands,Other,Spearfishing,M,48,N,Unknown,7' shark,5106
992,2009-04-28,Unprovoked,USA,Florida,"St. Augustine, St. John's County",Unknown,F,-1,N,16h45,Other,5105
993,2009-04-25,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",Surfing,M,-1,N,10h00,Other,5104
994,2009-04-21,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,N,Unknown,Other,5103
995,2009-04-20,Unprovoked,PHILIPPINES,Batangas province,Mabini,Swimming,M,23,N,5h00,Other,5102
996,2009-04-19,Unprovoked,USA,Florida,"Carlin Park, Jupiter Inlet",Surfing,M,52,N,16h00,Other,5101
997,2009-04-17,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",Surfing,M,31,N,13h15,2' to 3' shark,5100
998,2009-04-11,Invalid,USA,Hawaii,Kona,Spearfishing,M,49,N,Unknown,Shark involvement not confirmed,5099
999,2009-04-12,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,Surf skiing,M,40,N,08h00,2' to 3' shark,5098
1000,2009-04-06,Invalid,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,M,24,Y,Unknown,Shark involvement not confirmed,5097
1001,2009-04-06,Unprovoked,USA,California,San Diego County,Spearfishing,M,-1,N,07h45,"White shark, 12' to 15' female",5096
1002,2009-04-03,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,M,15,N,16h00,Other,5095
1003,2009-03-27,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,Fishing,M,59,N,Unknown,Raggedtooth shark,5094
1004,2009-03-21,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Surfing,M,16,Y,Unknown,Other,5093
1005,2009-03-20,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,Surfing,M,17,N,18h45,Bronze whaler shark?,5092
1006,2009-03-19,Unprovoked,AUSTRALIA,New South Wales,South Broulee,Surfing,M,-1,N,Unknown,Other,5091
1007,2009-03-19,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,Surfing,F,-1,N,07h45,Other,5090
1008,2009-03-18,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,F,17,N,17h30,3' to 4' shark,5089
1009,2009-03-17,Unprovoked,MALAYSIA,Strait of Malacca,Pulau Payar Island,Feeding fish,F,-1,N,Unknown,Blacktip reef shark pup,5088
1010,2009-03-17,Unprovoked,USA,Hawaii,Alenuihaha Channel,Swimming,M,61,N,20h00,Thought to involve a cookie cutter shark,5087
1011,2009-03-16,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Wading,M,21,N,Unknown,"Wobbegong shark, 60cm",5086
1012,2009-03-06,Unprovoked,NEW CALEDONIA,South Province,Bourail,Surfing,M,19,Y,11h30,Other,5085
1013,2009-03-02,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,Fishing,M,40,N,13h30,"Blue shark, 1m",5084
1014,2009-03-01,Boat,NEW ZEALAND,North Island,Taranaki,Fishing,M,-1,N,Unknown,Other,5083
1015,2009-03-01,Unprovoked,AUSTRALIA,New South Wales,Avalon,Surfing,M,15,N,06h45,2.6 m shark,5082
1016,2009-02-22,Unprovoked,AUSTRALIA,Queensland,Batt Reef,Fishing,M,-1,N,10h15,Other,5081
1017,2009-02-18,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,-1,N,17h00,Other,5080
1018,2009-02-12,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",Surfing,M,33,N,19h30,"White shark, 2.5m ",5079
1019,2009-02-11,Unprovoked,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour","Diving, but on the surface when bitten by the shark",M,31,N,07h00,"Bull shark, 2.7 m ",5078
1020,2009-02-08,Sea Disaster,USA,Puerto Rico,Quebradillas,Air Disaster,M,-1,Y,Unknown,Other,5077
1021,2009-02-07,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,Surfing,M,41,N,11h00,"White shark, 12' ",5076
1022,2009-02-07,Unprovoked,AUSTRALIA,New South Wales,Sandon,Surfing,M,-1,N,07h30,Other,5075
1023,2009-01-27,Provoked,AZORES,Other,Onboard the fishing vessel Nuevo Cedes,Fishing,M,49,N,Unknown,Other,5074
1024,2009-01-26,Invalid,BRAZIL,Other,Praia do Olho d'Aqua,Unknown,M,17,Y,Unknown,Other,5073
1025,2009-01-25,Unprovoked,CUBA,Guantanamo Province,Guantanamo Bay,Spearfishing,M,15,N,10h30,Bull shark,5072
1026,2009-01-24,Boat,NEW ZEALAND,North Island,Alderman Islands,Fishing,Unknown,-1,N,19h00,Other,5071
1027,2009-01-24,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Batemans Bay",Swimming,M,19,N,16h30,Other,5070
1028,2009-01-24,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Swimming,M,25,Y,14h00,Tiger shark,5069
1029,2009-01-23,Invalid,BRAZIL,Maranhão,Olho d'Água,Swimming,M,17,Y,Unknown,Other,5068
1030,2009-01-18,Boat,AUSTRALIA,Victoria,Off Tower Hill,Fishing,M,-1,N,09h20,"White shark, 5.5 m ",5067
1031,2009-01-16,Unprovoked,NEW ZEALAND,South Island,Karitane Beach,Surfing,M,-1,N,Unknown,Other,5066
1032,2009-01-13,Unprovoked,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",Unknown,Unknown,-1,Y,Unknown,White sharks,5065
1033,2009-01-12,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",Snorkeling,M,24,N,10h45,"Dusky shark, 2m",5064
1034,2009-01-11,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,Surfing,F,13,N,15h45,"White shark, 5m",5063
1035,2009-01-11,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,Surfing,M,31,N,09h00,"White shark, 3.5m",5062
1036,2009-01-10,Boat,NEW ZEALAND,North Island,Hawkes Bay,Fishing,Unknown,-1,N,Unknown,"Mako shark, 3m",5061
1037,2009-01-10,Unprovoked,ECUADOR,Galapagos Islands,Isla Isabella,Surfing,M,22,N,Unknown,Other,5060
1038,2009-01-06,Unprovoked,NEW ZEALAND,North Island,Haumoana,Swimming,M,49,N,17h30,Broadnose sevengill shark,5059
1039,2020-01-09,Unprovoked,CUBA,Guantanamo Province,Guantanamo,Spearfishing,Unknown,-1,N,Unknown,Bull shark,5058
1040,2008-12-30,Invalid,AUSTRALIA,Western Australia,Port Kennedy Beach,Crabbing,Unknown,-1,N,09h30,No shark involvement,5057
1041,2008-12-27,Boat,AUSTRALIA,Tasmania,near Schouten Island,Yacht race,Unknown,-1,N,Unknown,2 m shark,5056
1042,2008-12-27,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,Boogie Boarding,M,10,N,Unknown,Other,5055
1043,2008-12-27,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",Kayaking,M,29,N,11h00,"White shark, 4m to 5m ",5054
1044,2008-12-27,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,Snorkeling,M,51,Y,07h00,4 to 5m white shark,5053
1045,2008-12-20,Unprovoked,USA,California,"Dillon Beach, Marin County",Kayaking,M,-1,N,15h00,White shark,5052
1046,2008-12-14,Unprovoked,NEW ZEALAND,North Island,Maraetai,Fishing,M,-1,N,Unknown,Bronze whaler shark?,5051
1047,2008-12-10,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,M,15,N,20h00,"Raggedtooth shark, 2m",5050
1048,2006-12-06,Boat,AUSTRALIA,New South Wales,Mowarry Point,Fishing,Unknown,-1,N,Unknown,"White shark, 4.5 to 5 m ",5049
1049,2020-12-08,Unprovoked,MOZAMBIQUE,Inhambane Province,Chidenguele,Spearfishing,M,-1,Y,Unknown,Zambesi shark?,5048
1050,2008-11-28,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,Scuba diving,F,-1,N,Unknown,Oceanic whitetip shark,5047
1051,2008-11-25,Sea Disaster,PHILIPPINES,Batanes Provine,Luzon Strait,Sinking of the cargo ship Mark Jason,M,-1,N,Unknown,Other,5046
1052,2008-11-24,Unprovoked,ECUADOR,Galapagos Islands,Santa Cruz,Unknown,F,-1,N,Unknown,Other,5045
1053,2008-11-09,Boat,AUSTRALIA,South Australia,North Haven,Fishing,M,-1,N,Unknown,Bronze whaler shark,5044
1054,2008-11-09,Sea Disaster,TAIWAN,Other,50 miles off Kaohsiung,Fishing boat swamped in storm,M,45,Y,Unknown,Other,5043
1055,2008-11-06,Unprovoked,PHILIPPINES,Luzon,"off Paoay, Ilocos Norte Province",Fishing,M,39,Y,10h00,Other,5042
1056,2008-10-22,Provoked,AUSTRALIA,New South Wales,"Oceanworld, Manley",Scuba diving,M,34,N,17h20,"Grey nurse shark, 3m",5041
1057,2008-10-21,Unprovoked,NEW CALEDONIA,Other,Other,Spearfishing,M,24,N,11h00,Lemon shark,5040
1058,2008-10-12,Provoked,AUSTRALIA,Northern Territory,Darwin,Fishing,M,50,N,Unknown," reef shark, 1.8m",5039
1059,2008-10-11,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,Surfing,M,15,N,15h30,Other,5038
1060,2008-10-08,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",Fishing,M,11,N,12h00,Other,5037
1061,2008-10-06,Unprovoked,CROATIA,Split-Dalmatia Count,"Smokvina Bay, Vis Island",Spearfishing,M,43,N,12h00,5 m white shark,5036
1062,2008-09-28,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,44,N,11h45,Other,5035
1063,2008-09-28,Unprovoked,USA,Florida,Bethune Beach,Surfing,M,40,N,11h00,+3' shark,5034
1064,2008-09-15,Provoked,AUSTRALIA,Northern Territory,Near Croker Island,Swimming,M,43,N,14h30,Bronze whaler shark,5033
1065,2008-09-14,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",Swimming,M,32,N,12h00,2' to 3' juvenile shark,5032
1066,2008-09-09,Unprovoked,USA,Hawaii,"Ka'a'awa, Oahu",Surfing,M,40,N,16h30,Tiger shark,5031
1067,2008-09-08,Unprovoked,USA,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,-1,N,10h30,"White shark, 14' to 16' ",5030
1068,2008-09-07,Unprovoked,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",Surfing,M,51,N,12h00,3 m shark,5029
1069,2008-09-06,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,43,N,12h00,Other,5028
1070,2008-09-06,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,15,N,12h00,Other,5027
1071,2008-09-01,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,N,10h00,4' shark,5026
1072,2020-09-08,Unprovoked,USA,Florida,Hutchinson Island,Surfing,M,-1,N,Unknown,Other,5025
1073,2008-08-30,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,M,29,N,Unknown,Other,5024
1074,2008-08-30,Invalid,USA,Hawaii,"McKenzie Beach Park in Pahoa, Hawai'i ",Swimming,M,27,Y,19h20,Shark involvement not confirmed,5023
1075,2008-08-30,Provoked,ENGLAND,North Devon,Lundy Island,Fishing,M,52,N,Unknown,Blue shark,5022
1076,2008-08-28,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,N,12h00,Other,5021
1077,2008-08-27,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,N,11h00,6' shark,5020
1078,2008-08-24,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County","Swimming, towing surfboard",M,20,N,15h00,Other,5019
1079,2008-08-24,Invalid,USA,North Carolina,"Surf City, Topsail Island, Pender County",Surfing,F,20,N,18h00,Shark involvement not confirmed,5018
1080,2008-08-20,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,M,47,N,14h45,Other,5017
1081,2008-08-18,Invalid,USA,South Carolina,"North Myrtle Beach, Horry County",Unknown,M,7,N,Unknown,Shark involvement not confirmed,5016
1082,2008-08-16,Unprovoked,USA,US Virgin Islands,Buck Island,Treading water,F,38,N,Unknown,8' bull shark or Caribbean reef shark,5015
1083,2008-08-12,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,13,N,12h05,Other,5014
1084,2008-08-11,Unprovoked,USA,Hawaii,"Ala Moana Beach Park, Oah'u",Diving,M,-1,N,14h00,"Tiger shark, 12'",5013
1085,2008-07-30,Unprovoked,AUSTRALIA,Victoria,Levys Beach,Surfing,M,31,N,10h30,8' white shark or 7-gill shark,5012
1086,2008-07-30,Unprovoked,SOUTH AFRICA,Other,Other,Unknown,M,-1,N,Unknown,White shark,5011
1087,2008-07-27,Unprovoked,PANAMA,San Carlos,Playa Teta,Swimming or surfing,M,-1,N,18h00,3'  shark,5010
1088,2008-07-26,Unprovoked,MEXICO,Cabo San Lucas,Other,Swimming,M,33,N,Unknown,2'  shark,5009
1089,2008-07-26,Unprovoked,USA,Hawaii,"Honokowai, Maui",Swimming,M,-1,N,15h30,2' to 3' reef shark,5008
1090,2008-07-25,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,N,09h00,Other,5007
1091,2008-07-25,Unprovoked,USA,Hawaii,"Lahilahi Point, Oahu",Snorkeling,F,44,N,08h45,Other,5006
1092,2008-07-24,Unprovoked,USA,North Carolina,"Surf City, Topsail Island, Pender County",Wading,M,9,N,Unknown,3' shark,5005
1093,2008-07-24,Unprovoked,USA,North Carolina,"Topsail Island, Pender County",Wading,F,8,N,13h00,3' to 4' shark,5004
1094,2008-07-23,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,N,14h30,Other,5003
1095,2008-07-19,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,16,N,13h55,4' shark,5002
1096,2008-07-18,Unprovoked,EGYPT,Other,Daedalus Reef,Diving,M,-1,N,Unknown,Oceanic whitetip shark,5001
1097,2008-07-13,Invalid,USA,North Carolina,"Carolina Beach, New Hanover County",Body surfing,M,52,N,Unknown,Shark involvement not confirmed,5000
1098,2008-07-11,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Surfing,M,24,N,14h00,Other,4999
1099,2008-07-09,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Swimming,F,14,N,19h30,Other,4998
1100,2008-07-05,Unprovoked,USA,South Carolina,"Litchfield Beach, Georgetown County",Unknown,F,17,N,14h21,Other,4997
1102,2008-06-28,Invalid,USA,Hawaii,"Kamilo Point, Hawai'i",Wading,M,53,Y,Unknown,Shark involvement prior to death not confirmed,4995
1103,2008-06-28,Unprovoked,BAHAMAS,Abaco Islands,Other,Spearfishing,M,42,N,11h00,"Bull shark, 6' to 7'",4994
1104,2008-06-28,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surf skiing,M,46,N,14h00,"White shark, 2m",4993
1105,2008-06-26,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,Spearfishing (free diving),M,-1,N,Unknown,"White shark, 4.5m",4992
1106,2008-06-26,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,N,Unknown,Other,4991
1107,2008-06-26,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,37,N,11h15,4.5 to 5' shark,4990
1108,2008-06-24,Unprovoked,BRAZIL,Bahia,Guarajuba,Surfing,M,-1,N,Unknown,Other,4989
1109,2008-06-21,Unprovoked,USA,California,"West Cove, Catalina Island",Kayaking,F,40,N,09h00,"White shark, 15'",4988
1110,2008-06-20,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,F,35,N,11h10,Other,4987
1111,2008-06-11,Unprovoked,BRAZIL,Pernambuco,"Punta Del Chifre, Olinda",Surfing,M,14,N,Unknown,Other,4986
1112,2008-06-07,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Body surfing,M,40,N,Unknown,Other,4985
1113,2008-06-02,Boat,SCOTLAND,Easter Ross,Balintore Bay,Fishing,Unknown,-1,N,Unknown,Basking shark,4984
1114,2008-06-01,Unprovoked,USA,South Carolina,Cherry Grove,Body surfing,F,15,N,18h30,5' shark,4983
1115,2008-06-01,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",Swimming,M,14,N,15h00,Bull shark,4982
1116,2008-05-26,Unprovoked,USA,North Carolina,"Hammocks Beach State Park, Bear Island, Onslow County",Surfing,M,9,N,15h50,Other,4981
1117,2008-05-24,Sea Disaster,BAHAMAS,Grand Bahama Island,Off West End,Sea Disaster,M,-1,N,Unknown,Tiger sharks in area,4980
